q0,deltaQ0,wMu,firstmoment,secondmoment,thirdmoment,skewness
0.305,0.008125,0.27040816326530615,0.315293,0.0997,0.031601,1.626525
0.305,0.008125,0.2763265306122449,0.315732,0.1,0.031749,1.660296
0.305,0.008125,0.28224489795918367,0.316178,0.1003,0.0319,1.689451
0.305,0.008125,0.28816326530612246,0.31663,0.1006,0.032054,1.714087
0.305,0.008125,0.2940816326530612,0.317088,0.1009,0.032211,1.734348
0.305,0.008125,0.3,0.317552,0.1012,0.032371,1.75042
0.306,0.008125,0.01,0.305771,0.0936,0.028649,-7.9e-05
0.306,0.008125,0.015918367346938776,0.305816,0.0936,0.028661,-2.7e-05
0.306,0.008125,0.02183673469387755,0.305854,0.0936,0.028672,-2.1e-05
0.306,0.008125,0.027755102040816326,0.3059,0.0936,0.028685,-1.9e-05
0.306,0.008125,0.0336734693877551,0.305957,0.0937,0.028701,-1.4e-05
0.306,0.008125,0.03959183673469388,0.306023,0.0937,0.02872,1.6e-05
0.306,0.008125,0.04551020408163265,0.306101,0.0938,0.028742,0.000117
0.306,0.008125,0.05142857142857143,0.306189,0.0938,0.028766,0.000366
0.306,0.008125,0.057346938775510205,0.306287,0.0939,0.028794,0.000882
0.306,0.008125,0.06326530612244897,0.306396,0.0939,0.028825,0.001835
0.306,0.008125,0.06918367346938775,0.306515,0.094,0.028859,0.003455
0.306,0.008125,0.07510204081632653,0.306645,0.0941,0.028896,0.006036
0.306,0.008125,0.08102040816326529,0.306785,0.0942,0.028936,0.009942
0.306,0.008125,0.08693877551020407,0.306935,0.0943,0.028979,0.015608
0.306,0.008125,0.09285714285714285,0.307095,0.0944,0.029025,0.023524
0.306,0.008125,0.09877551020408162,0.307266,0.0945,0.029074,0.034234
0.306,0.008125,0.1046938775510204,0.307447,0.0946,0.029126,0.048307
0.306,0.008125,0.11061224489795918,0.307638,0.0947,0.029182,0.066316
0.306,0.008125,0.11653061224489795,0.307839,0.0948,0.02924,0.088805
0.306,0.008125,0.12244897959183673,0.30805,0.095,0.029302,0.116258
0.306,0.008125,0.12836734693877552,0.308271,0.0951,0.029367,0.149065
0.306,0.008125,0.13428571428571429,0.308501,0.0953,0.029435,0.187488
0.306,0.008125,0.14020408163265308,0.308741,0.0954,0.029506,0.231642
0.306,0.008125,0.14612244897959184,0.308991,0.0956,0.02958,0.281479
0.306,0.008125,0.1520408163265306,0.309251,0.0957,0.029657,0.336782
0.306,0.008125,0.1579591836734694,0.30952,0.0959,0.029738,0.397172
0.306,0.008125,0.16387755102040816,0.309798,0.0961,0.029822,0.462124
0.306,0.008125,0.16979591836734695,0.310086,0.0963,0.029909,0.530998
0.306,0.008125,0.1757142857142857,0.310383,0.0964,0.03,0.603063
0.306,0.008125,0.1816326530612245,0.310689,0.0966,0.030094,0.677533
0.306,0.008125,0.18755102040816327,0.311004,0.0968,0.030191,0.7536
0.306,0.008125,0.19346938775510206,0.311328,0.097,0.030291,0.830464
0.306,0.008125,0.19938775510204082,0.311662,0.0973,0.030395,0.907352
0.306,0.008125,0.20530612244897958,0.312004,0.0975,0.030502,0.98354
0.306,0.008125,0.21122448979591837,0.312355,0.0977,0.030613,1.05836
0.306,0.008125,0.21714285714285714,0.312715,0.0979,0.030727,1.131204
0.306,0.008125,0.22306122448979593,0.313083,0.0982,0.030845,1.20153
0.306,0.008125,0.2289795918367347,0.31346,0.0984,0.030966,1.268854
0.306,0.008125,0.23489795918367348,0.313846,0.0987,0.031091,1.332754
0.306,0.008125,0.24081632653061225,0.314239,0.0989,0.031219,1.392868
0.306,0.008125,0.24673469387755104,0.314641,0.0992,0.031351,1.448891
0.306,0.008125,0.25265306122448977,0.315051,0.0995,0.031486,1.500577
0.306,0.008125,0.25857142857142856,0.315469,0.0998,0.031625,1.547742
0.306,0.008125,0.26448979591836735,0.315895,0.1,0.031767,1.590262
0.306,0.008125,0.27040816326530615,0.316328,0.1003,0.031913,1.628075
0.306,0.008125,0.2763265306122449,0.316767,0.1006,0.032062,1.661181
0.306,0.008125,0.28224489795918367,0.317214,0.1009,0.032214,1.689635
0.306,0.008125,0.28816326530612246,0.317667,0.1012,0.032369,1.713546
0.306,0.008125,0.2940816326530612,0.318126,0.1015,0.032528,1.733071
0.306,0.008125,0.3,0.318591,0.1019,0.032689,1.748406
0.307,0.008125,0.01,0.306772,0.0942,0.028931,-7.8e-05
0.307,0.008125,0.015918367346938776,0.306816,0.0942,0.028943,-2.7e-05
0.307,0.008125,0.02183673469387755,0.306855,0.0942,0.028954,-2e-05
0.307,0.008125,0.027755102040816326,0.306901,0.0943,0.028967,-1.9e-05
0.307,0.008125,0.0336734693877551,0.306958,0.0943,0.028983,-1.4e-05
0.307,0.008125,0.03959183673469388,0.307025,0.0943,0.029002,1.7e-05
0.307,0.008125,0.04551020408163265,0.307103,0.0944,0.029024,0.00012
0.307,0.008125,0.05142857142857143,0.307191,0.0944,0.029049,0.000373
0.307,0.008125,0.057346938775510205,0.307289,0.0945,0.029077,0.000896
0.307,0.008125,0.06326530612244897,0.307398,0.0946,0.029109,0.001861
0.307,0.008125,0.06918367346938775,0.307518,0.0946,0.029143,0.0035
0.307,0.008125,0.07510204081632653,0.307648,0.0947,0.02918,0.006111
0.307,0.008125,0.08102040816326529,0.307788,0.0948,0.02922,0.010061
0.307,0.008125,0.08693877551020407,0.307939,0.0949,0.029264,0.015786
0.307,0.008125,0.09285714285714285,0.3081,0.095,0.02931,0.023785
0.307,0.008125,0.09877551020408162,0.308272,0.0951,0.02936,0.034601
0.307,0.008125,0.1046938775510204,0.308453,0.0952,0.029413,0.048809
0.307,0.008125,0.11061224489795918,0.308645,0.0953,0.029469,0.066983
0.307,0.008125,0.11653061224489795,0.308846,0.0955,0.029528,0.089671
0.307,0.008125,0.12244897959183673,0.309058,0.0956,0.02959,0.117356
0.307,0.008125,0.12836734693877552,0.309279,0.0957,0.029655,0.150425
0.307,0.008125,0.13428571428571429,0.309511,0.0959,0.029724,0.189138
0.307,0.008125,0.14020408163265308,0.309752,0.096,0.029796,0.233605
0.307,0.008125,0.14612244897959184,0.310002,0.0962,0.029871,0.28377
0.307,0.008125,0.1520408163265306,0.310263,0.0964,0.029949,0.339408
0.307,0.008125,0.1579591836734694,0.310533,0.0965,0.030031,0.400133
0.307,0.008125,0.16387755102040816,0.310812,0.0967,0.030115,0.465412
0.307,0.008125,0.16979591836734695,0.3111,0.0969,0.030203,0.534594
0.307,0.008125,0.1757142857142857,0.311398,0.0971,0.030295,0.606942
0.307,0.008125,0.1816326530612245,0.311705,0.0973,0.03039,0.681664
0.307,0.008125,0.18755102040816327,0.312022,0.0975,0.030488,0.757947
0.307,0.008125,0.19346938775510206,0.312347,0.0977,0.030589,0.834985
0.307,0.008125,0.19938775510204082,0.312682,0.0979,0.030694,0.912003
0.307,0.008125,0.20530612244897958,0.313025,0.0981,0.030802,0.988271
0.307,0.008125,0.21122448979591837,0.313377,0.0984,0.030914,1.063117
0.307,0.008125,0.21714285714285714,0.313738,0.0986,0.03103,1.135932
0.307,0.008125,0.22306122448979593,0.314107,0.0988,0.031148,1.206165
0.307,0.008125,0.2289795918367347,0.314486,0.0991,0.031271,1.27333
0.307,0.008125,0.23489795918367348,0.314872,0.0993,0.031397,1.337001
0.307,0.008125,0.24081632653061225,0.315267,0.0996,0.031526,1.396813
0.307,0.008125,0.24673469387755104,0.315671,0.0999,0.031659,1.452459
0.307,0.008125,0.25265306122448977,0.316082,0.1001,0.031796,1.503695
0.307,0.008125,0.25857142857142856,0.316501,0.1004,0.031936,1.550341
0.307,0.008125,0.26448979591836735,0.316928,0.1007,0.032079,1.592279
0.307,0.008125,0.27040816326530615,0.317362,0.101,0.032226,1.629457
0.307,0.008125,0.2763265306122449,0.317803,0.1013,0.032377,1.661881
0.307,0.008125,0.28224489795918367,0.31825,0.1016,0.03253,1.689621
0.307,0.008125,0.28816326530612246,0.318704,0.1019,0.032687,1.712798
0.307,0.008125,0.2940816326530612,0.319164,0.1022,0.032846,1.731578
0.307,0.008125,0.3,0.319629,0.1025,0.033009,1.746171
0.308,0.008125,0.01,0.307773,0.0948,0.029214,-7.7e-05
0.308,0.008125,0.015918367346938776,0.307817,0.0948,0.029227,-2.6e-05
0.308,0.008125,0.02183673469387755,0.307855,0.0948,0.029238,-2e-05
0.308,0.008125,0.027755102040816326,0.307902,0.0949,0.029251,-1.9e-05
0.308,0.008125,0.0336734693877551,0.307959,0.0949,0.029268,-1.4e-05
0.308,0.008125,0.03959183673469388,0.308026,0.0949,0.029287,1.8e-05
0.308,0.008125,0.04551020408163265,0.308104,0.095,0.029309,0.000123
0.308,0.008125,0.05142857142857143,0.308193,0.095,0.029334,0.000379
0.308,0.008125,0.057346938775510205,0.308292,0.0951,0.029363,0.00091
0.308,0.008125,0.06326530612244897,0.308401,0.0952,0.029394,0.001887
0.308,0.008125,0.06918367346938775,0.308521,0.0953,0.029429,0.003546
0.308,0.008125,0.07510204081632653,0.308652,0.0953,0.029466,0.006186
0.308,0.008125,0.08102040816326529,0.308792,0.0954,0.029507,0.01018
0.308,0.008125,0.08693877551020407,0.308944,0.0955,0.029551,0.015966
0.308,0.008125,0.09285714285714285,0.309105,0.0956,0.029598,0.024047
0.308,0.008125,0.09877551020408162,0.309277,0.0957,0.029648,0.03497
0.308,0.008125,0.1046938775510204,0.309459,0.0958,0.029701,0.049313
0.308,0.008125,0.11061224489795918,0.309652,0.096,0.029758,0.067655
0.308,0.008125,0.11653061224489795,0.309854,0.0961,0.029817,0.090542
0.308,0.008125,0.12244897959183673,0.310066,0.0962,0.02988,0.118459
0.308,0.008125,0.12836734693877552,0.310288,0.0964,0.029946,0.151791
0.308,0.008125,0.13428571428571429,0.31052,0.0965,0.030015,0.190794
0.308,0.008125,0.14020408163265308,0.310762,0.0967,0.030088,0.235574
0.308,0.008125,0.14612244897959184,0.311014,0.0968,0.030164,0.286067
0.308,0.008125,0.1520408163265306,0.311275,0.097,0.030243,0.342041
0.308,0.008125,0.1579591836734694,0.311545,0.0972,0.030325,0.4031
0.308,0.008125,0.16387755102040816,0.311826,0.0973,0.030411,0.468703
0.308,0.008125,0.16979591836734695,0.312115,0.0975,0.0305,0.538193
0.308,0.008125,0.1757142857142857,0.312414,0.0977,0.030592,0.610823
0.308,0.008125,0.1816326530612245,0.312722,0.0979,0.030687,0.685795
0.308,0.008125,0.18755102040816327,0.313039,0.0981,0.030787,0.76229
0.308,0.008125,0.19346938775510206,0.313366,0.0983,0.030889,0.839499
0.308,0.008125,0.19938775510204082,0.313701,0.0985,0.030995,0.916642
0.308,0.008125,0.20530612244897958,0.314046,0.0988,0.031104,0.992985
0.308,0.008125,0.21122448979591837,0.314399,0.099,0.031217,1.067852
0.308,0.008125,0.21714285714285714,0.314761,0.0992,0.031334,1.140628
0.308,0.008125,0.22306122448979593,0.315132,0.0995,0.031454,1.210758
0.308,0.008125,0.2289795918367347,0.315511,0.0997,0.031577,1.277752
0.308,0.008125,0.23489795918367348,0.315899,0.1,0.031704,1.34118
0.308,0.008125,0.24081632653061225,0.316295,0.1002,0.031835,1.400672
0.308,0.008125,0.24673469387755104,0.3167,0.1005,0.031969,1.455924
0.308,0.008125,0.25265306122448977,0.317112,0.1008,0.032107,1.506692
0.308,0.008125,0.25857142857142856,0.317533,0.1011,0.032249,1.552801
0.308,0.008125,0.26448979591836735,0.31796,0.1014,0.032394,1.594139
0.308,0.008125,0.27040816326530615,0.318396,0.1016,0.032542,1.630663
0.308,0.008125,0.2763265306122449,0.318838,0.1019,0.032693,1.662392
0.308,0.008125,0.28224489795918367,0.319286,0.1022,0.032848,1.689405
0.308,0.008125,0.28816326530612246,0.319741,0.1026,0.033006,1.711837
0.308,0.008125,0.2940816326530612,0.320202,0.1029,0.033167,1.729866
0.308,0.008125,0.3,0.320668,0.1032,0.033331,1.743713
0.309,0.008125,0.01,0.308774,0.0954,0.0295,-7.7e-05
0.309,0.008125,0.015918367346938776,0.308818,0.0954,0.029513,-2.6e-05
0.309,0.008125,0.02183673469387755,0.308856,0.0955,0.029524,-2e-05
0.309,0.008125,0.027755102040816326,0.308903,0.0955,0.029537,-1.8e-05
0.309,0.008125,0.0336734693877551,0.30896,0.0955,0.029554,-1.3e-05
0.309,0.008125,0.03959183673469388,0.309028,0.0956,0.029573,1.9e-05
0.309,0.008125,0.04551020408163265,0.309106,0.0956,0.029595,0.000126
0.309,0.008125,0.05142857142857143,0.309195,0.0957,0.029621,0.000386
0.309,0.008125,0.057346938775510205,0.309294,0.0957,0.029649,0.000924
0.309,0.008125,0.06326530612244897,0.309404,0.0958,0.029681,0.001914
0.309,0.008125,0.06918367346938775,0.309524,0.0959,0.029716,0.003592
0.309,0.008125,0.07510204081632653,0.309655,0.096,0.029754,0.006263
0.309,0.008125,0.08102040816326529,0.309796,0.096,0.029795,0.0103
0.309,0.008125,0.08693877551020407,0.309948,0.0961,0.02984,0.016148
0.309,0.008125,0.09285714285714285,0.31011,0.0962,0.029887,0.02431
0.309,0.008125,0.09877551020408162,0.310283,0.0963,0.029938,0.035341
0.309,0.008125,0.1046938775510204,0.310465,0.0965,0.029991,0.049821
0.309,0.008125,0.11061224489795918,0.310658,0.0966,0.030048,0.06833
0.309,0.008125,0.11653061224489795,0.310861,0.0967,0.030109,0.091417
0.309,0.008125,0.12244897959183673,0.311074,0.0968,0.030172,0.119567
0.309,0.008125,0.12836734693877552,0.311297,0.097,0.030239,0.153162
0.309,0.008125,0.13428571428571429,0.31153,0.0971,0.030309,0.192457
0.309,0.008125,0.14020408163265308,0.311772,0.0973,0.030382,0.237549
0.309,0.008125,0.14612244897959184,0.312025,0.0974,0.030458,0.28837
0.309,0.008125,0.1520408163265306,0.312287,0.0976,0.030538,0.344679
0.309,0.008125,0.1579591836734694,0.312558,0.0978,0.030621,0.406072
0.309,0.008125,0.16387755102040816,0.312839,0.098,0.030708,0.472
0.309,0.008125,0.16979591836734695,0.31313,0.0982,0.030798,0.541795
0.309,0.008125,0.1757142857142857,0.31343,0.0983,0.030891,0.614704
0.309,0.008125,0.1816326530612245,0.313739,0.0985,0.030987,0.689924
0.309,0.008125,0.18755102040816327,0.314057,0.0987,0.031087,0.76663
0.309,0.008125,0.19346938775510206,0.314385,0.099,0.031191,0.844006
0.309,0.008125,0.19938775510204082,0.314721,0.0992,0.031298,0.92127
0.309,0.008125,0.20530612244897958,0.315067,0.0994,0.031408,0.997682
0.309,0.008125,0.21122448979591837,0.315421,0.0996,0.031522,1.072563
0.309,0.008125,0.21714285714285714,0.315784,0.0999,0.03164,1.145291
0.309,0.008125,0.22306122448979593,0.316156,0.1001,0.031761,1.215308
0.309,0.008125,0.2289795918367347,0.316537,0.1004,0.031886,1.282118
0.309,0.008125,0.23489795918367348,0.316926,0.1006,0.032014,1.345286
0.309,0.008125,0.24081632653061225,0.317323,0.1009,0.032146,1.404443
0.309,0.008125,0.24673469387755104,0.317729,0.1012,0.032282,1.459282
0.309,0.008125,0.25265306122448977,0.318143,0.1014,0.032421,1.509564
0.309,0.008125,0.25857142857142856,0.318564,0.1017,0.032564,1.555116
0.309,0.008125,0.26448979591836735,0.318993,0.102,0.03271,1.595836
0.309,0.008125,0.27040816326530615,0.319429,0.1023,0.032859,1.63169
0.309,0.008125,0.2763265306122449,0.319872,0.1026,0.033012,1.662708
0.309,0.008125,0.28224489795918367,0.320322,0.1029,0.033168,1.688983
0.309,0.008125,0.28816326530612246,0.320778,0.1032,0.033327,1.71066
0.309,0.008125,0.2940816326530612,0.321239,0.1035,0.03349,1.727932
0.309,0.008125,0.3,0.321706,0.1039,0.033654,1.741029
0.31,0.008125,0.01,0.309774,0.096,0.029787,-7.6e-05
0.31,0.008125,0.015918367346938776,0.309819,0.0961,0.0298,-2.6e-05
0.31,0.008125,0.02183673469387755,0.309857,0.0961,0.029811,-2e-05
0.31,0.008125,0.027755102040816326,0.309904,0.0961,0.029825,-1.8e-05
0.31,0.008125,0.0336734693877551,0.309962,0.0961,0.029841,-1.3e-05
0.31,0.008125,0.03959183673469388,0.310029,0.0962,0.029861,2e-05
0.31,0.008125,0.04551020408163265,0.310108,0.0962,0.029884,0.000129
0.31,0.008125,0.05142857142857143,0.310197,0.0963,0.029909,0.000393
0.31,0.008125,0.057346938775510205,0.310296,0.0964,0.029938,0.000938
0.31,0.008125,0.06326530612244897,0.310406,0.0964,0.02997,0.00194
0.31,0.008125,0.06918367346938775,0.310527,0.0965,0.030006,0.003638
0.31,0.008125,0.07510204081632653,0.310659,0.0966,0.030044,0.006339
0.31,0.008125,0.08102040816326529,0.3108,0.0967,0.030085,0.010421
0.31,0.008125,0.08693877551020407,0.310953,0.0968,0.03013,0.01633
0.31,0.008125,0.09285714285714285,0.311115,0.0969,0.030178,0.024576
0.31,0.008125,0.09877551020408162,0.311288,0.097,0.030229,0.035715
0.31,0.008125,0.1046938775510204,0.311472,0.0971,0.030284,0.050331
0.31,0.008125,0.11061224489795918,0.311665,0.0972,0.030341,0.069009
0.31,0.008125,0.11653061224489795,0.311869,0.0973,0.030402,0.092297
0.31,0.008125,0.12244897959183673,0.312082,0.0975,0.030466,0.12068
0.31,0.008125,0.12836734693877552,0.312306,0.0976,0.030533,0.15454
0.31,0.008125,0.13428571428571429,0.312539,0.0978,0.030604,0.194125
0.31,0.008125,0.14020408163265308,0.312783,0.0979,0.030678,0.239531
0.31,0.008125,0.14612244897959184,0.313036,0.0981,0.030755,0.29068
0.31,0.008125,0.1520408163265306,0.313299,0.0982,0.030836,0.347324
0.31,0.008125,0.1579591836734694,0.313571,0.0984,0.03092,0.40905
0.31,0.008125,0.16387755102040816,0.313853,0.0986,0.031007,0.4753
0.31,0.008125,0.16979591836734695,0.314144,0.0988,0.031098,0.545399
0.31,0.008125,0.1757142857142857,0.314445,0.099,0.031192,0.618587
0.31,0.008125,0.1816326530612245,0.314755,0.0992,0.031289,0.694052
0.31,0.008125,0.18755102040816327,0.315075,0.0994,0.03139,0.770965
0.31,0.008125,0.19346938775510206,0.315403,0.0996,0.031495,0.848505
0.31,0.008125,0.19938775510204082,0.315741,0.0998,0.031603,0.925885
0.31,0.008125,0.20530612244897958,0.316088,0.1001,0.031714,1.002361
0.31,0.008125,0.21122448979591837,0.316443,0.1003,0.031829,1.077248
0.31,0.008125,0.21714285714285714,0.316808,0.1005,0.031948,1.149919
0.31,0.008125,0.22306122448979593,0.317181,0.1008,0.03207,1.219811
0.31,0.008125,0.2289795918367347,0.317562,0.101,0.032196,1.286423
0.31,0.008125,0.23489795918367348,0.317953,0.1013,0.032326,1.349317
0.31,0.008125,0.24081632653061225,0.318351,0.1015,0.032459,1.408121
0.31,0.008125,0.24673469387755104,0.318758,0.1018,0.032596,1.462529
0.31,0.008125,0.25265306122448977,0.319173,0.1021,0.032736,1.512304
0.31,0.008125,0.25857142857142856,0.319596,0.1024,0.03288,1.55728
0.31,0.008125,0.26448979591836735,0.320026,0.1027,0.033028,1.597364
0.31,0.008125,0.27040816326530615,0.320463,0.103,0.033179,1.632532
0.31,0.008125,0.2763265306122449,0.320907,0.1033,0.033333,1.662825
0.31,0.008125,0.28224489795918367,0.321358,0.1036,0.03349,1.68835
0.31,0.008125,0.28816326530612246,0.321814,0.1039,0.033651,1.709264
0.31,0.008125,0.2940816326530612,0.322276,0.1042,0.033814,1.725772
0.31,0.008125,0.3,0.322743,0.1045,0.03398,1.738118
0.311,0.008125,0.01,0.310775,0.0966,0.030077,-7.5e-05
0.311,0.008125,0.015918367346938776,0.31082,0.0967,0.03009,-2.5e-05
0.311,0.008125,0.02183673469387755,0.310858,0.0967,0.030101,-1.9e-05
0.311,0.008125,0.027755102040816326,0.310906,0.0967,0.030114,-1.8e-05
0.311,0.008125,0.0336734693877551,0.310963,0.0968,0.030131,-1.3e-05
0.311,0.008125,0.03959183673469388,0.311031,0.0968,0.030151,2.1e-05
0.311,0.008125,0.04551020408163265,0.311109,0.0969,0.030174,0.000132
0.311,0.008125,0.05142857142857143,0.311199,0.0969,0.0302,0.0004
0.311,0.008125,0.057346938775510205,0.311299,0.097,0.030229,0.000952
0.311,0.008125,0.06326530612244897,0.311409,0.097,0.030261,0.001967
0.311,0.008125,0.06918367346938775,0.31153,0.0971,0.030297,0.003685
0.311,0.008125,0.07510204081632653,0.311662,0.0972,0.030336,0.006417
0.311,0.008125,0.08102040816326529,0.311804,0.0973,0.030378,0.010543
0.311,0.008125,0.08693877551020407,0.311957,0.0974,0.030423,0.016513
0.311,0.008125,0.09285714285714285,0.31212,0.0975,0.030471,0.024843
0.311,0.008125,0.09877551020408162,0.312294,0.0976,0.030523,0.036091
0.311,0.008125,0.1046938775510204,0.312478,0.0977,0.030578,0.050845
0.311,0.008125,0.11061224489795918,0.312672,0.0978,0.030636,0.069691
0.311,0.008125,0.11653061224489795,0.312876,0.098,0.030697,0.093181
0.311,0.008125,0.12244897959183673,0.31309,0.0981,0.030762,0.121798
0.311,0.008125,0.12836734693877552,0.313315,0.0982,0.03083,0.155923
0.311,0.008125,0.13428571428571429,0.313549,0.0984,0.030901,0.195801
0.311,0.008125,0.14020408163265308,0.313793,0.0985,0.030976,0.24152
0.311,0.008125,0.14612244897959184,0.314047,0.0987,0.031054,0.292997
0.311,0.008125,0.1520408163265306,0.314311,0.0989,0.031135,0.349975
0.311,0.008125,0.1579591836734694,0.314584,0.0991,0.03122,0.412033
0.311,0.008125,0.16387755102040816,0.314867,0.0992,0.031308,0.478605
0.311,0.008125,0.16979591836734695,0.315159,0.0994,0.031399,0.549006
0.311,0.008125,0.1757142857142857,0.315461,0.0996,0.031494,0.62247
0.311,0.008125,0.1816326530612245,0.315772,0.0998,0.031593,0.698178
0.311,0.008125,0.18755102040816327,0.316092,0.1,0.031695,0.775295
0.311,0.008125,0.19346938775510206,0.316422,0.1002,0.0318,0.852996
0.311,0.008125,0.19938775510204082,0.316761,0.1005,0.031909,0.930487
0.311,0.008125,0.20530612244897958,0.317109,0.1007,0.032022,1.007021
0.311,0.008125,0.21122448979591837,0.317465,0.1009,0.032138,1.081906
0.311,0.008125,0.21714285714285714,0.317831,0.1012,0.032258,1.154511
0.311,0.008125,0.22306122448979593,0.318205,0.1014,0.032382,1.224266
0.311,0.008125,0.2289795918367347,0.318588,0.1017,0.032509,1.290666
0.311,0.008125,0.23489795918367348,0.31898,0.1019,0.03264,1.353269
0.311,0.008125,0.24081632653061225,0.319379,0.1022,0.032774,1.411701
0.311,0.008125,0.24673469387755104,0.319787,0.1025,0.032912,1.465658
0.311,0.008125,0.25265306122448977,0.320204,0.1028,0.033054,1.514907
0.311,0.008125,0.25857142857142856,0.320627,0.103,0.033199,1.559289
0.311,0.008125,0.26448979591836735,0.321058,0.1033,0.033348,1.598719
0.311,0.008125,0.27040816326530615,0.321497,0.1036,0.0335,1.633183
0.311,0.008125,0.2763265306122449,0.321942,0.1039,0.033656,1.662738
0.311,0.008125,0.28224489795918367,0.322393,0.1042,0.033814,1.687501
0.311,0.008125,0.28816326530612246,0.322851,0.1046,0.033976,1.707645
0.311,0.008125,0.2940816326530612,0.323313,0.1049,0.034141,1.723386
0.311,0.008125,0.3,0.323781,0.1052,0.034308,1.734978
0.272,0.0085,0.01,0.27172,0.0739,0.02012,0.003066
0.272,0.0085,0.015918367346938776,0.271763,0.0739,0.02013,0.003102
0.272,0.0085,0.02183673469387755,0.271797,0.0739,0.020138,0.003069
0.272,0.0085,0.027755102040816326,0.271839,0.074,0.020147,0.003021
0.272,0.0085,0.0336734693877551,0.271889,0.074,0.020158,0.002963
0.272,0.0085,0.03959183673469388,0.271949,0.074,0.020171,0.002903
0.272,0.0085,0.04551020408163265,0.272017,0.0741,0.020186,0.002868
0.272,0.0085,0.05142857142857143,0.272095,0.0741,0.020204,0.002902
0.272,0.0085,0.057346938775510205,0.272183,0.0742,0.020223,0.003072
0.272,0.0085,0.06326530612244897,0.27228,0.0742,0.020245,0.003481
0.272,0.0085,0.06918367346938775,0.272386,0.0743,0.020269,0.004266
0.272,0.0085,0.07510204081632653,0.272501,0.0743,0.020295,0.00561
0.272,0.0085,0.08102040816326529,0.272625,0.0744,0.020323,0.00774
0.272,0.0085,0.08693877551020407,0.272759,0.0745,0.020353,0.010935
0.272,0.0085,0.09285714285714285,0.272902,0.0745,0.020385,0.015521
0.272,0.0085,0.09877551020408162,0.273054,0.0746,0.02042,0.021868
0.272,0.0085,0.1046938775510204,0.273215,0.0747,0.020457,0.030384
0.272,0.0085,0.11061224489795918,0.273385,0.0748,0.020496,0.041501
0.272,0.0085,0.11653061224489795,0.273563,0.0749,0.020537,0.055661
0.272,0.0085,0.12244897959183673,0.273751,0.075,0.02058,0.073295
0.272,0.0085,0.12836734693877552,0.273947,0.0751,0.020625,0.094807
0.272,0.0085,0.13428571428571429,0.274153,0.0752,0.020673,0.120545
0.272,0.0085,0.14020408163265308,0.274366,0.0754,0.020723,0.150785
0.272,0.0085,0.14612244897959184,0.274589,0.0755,0.020775,0.185711
0.272,0.0085,0.1520408163265306,0.274819,0.0756,0.02083,0.225401
0.272,0.0085,0.1579591836734694,0.275059,0.0757,0.020886,0.269815
0.272,0.0085,0.16387755102040816,0.275306,0.0759,0.020945,0.318798
0.272,0.0085,0.16979591836734695,0.275562,0.076,0.021007,0.372078
0.272,0.0085,0.1757142857142857,0.275826,0.0762,0.02107,0.42928
0.272,0.0085,0.1816326530612245,0.276099,0.0763,0.021136,0.489941
0.272,0.0085,0.18755102040816327,0.276379,0.0765,0.021204,0.553527
0.272,0.0085,0.19346938775510206,0.276668,0.0767,0.021275,0.61946
0.272,0.0085,0.19938775510204082,0.276964,0.0768,0.021348,0.687133
0.272,0.0085,0.20530612244897958,0.277269,0.077,0.021423,0.755936
0.272,0.0085,0.21122448979591837,0.277581,0.0772,0.021501,0.825275
0.272,0.0085,0.21714285714285714,0.277901,0.0774,0.021581,0.894583
0.272,0.0085,0.22306122448979593,0.278229,0.0776,0.021664,0.96334
0.272,0.0085,0.2289795918367347,0.278564,0.0778,0.021749,1.031076
0.272,0.0085,0.23489795918367348,0.278907,0.078,0.021837,1.097374
0.272,0.0085,0.24081632653061225,0.279258,0.0782,0.021927,1.161879
0.272,0.0085,0.24673469387755104,0.279616,0.0784,0.02202,1.224287
0.272,0.0085,0.25265306122448977,0.279982,0.0786,0.022115,1.284347
0.272,0.0085,0.25857142857142856,0.280355,0.0788,0.022213,1.341854
0.272,0.0085,0.26448979591836735,0.280736,0.079,0.022314,1.396642
0.272,0.0085,0.27040816326530615,0.281123,0.0793,0.022417,1.44858
0.272,0.0085,0.2763265306122449,0.281518,0.0795,0.022523,1.497566
0.272,0.0085,0.28224489795918367,0.28192,0.0797,0.022632,1.543518
0.272,0.0085,0.28816326530612246,0.28233,0.08,0.022743,1.586377
0.272,0.0085,0.2940816326530612,0.282746,0.0802,0.022858,1.626101
0.272,0.0085,0.3,0.283169,0.0805,0.022975,1.662661
0.273,0.0085,0.01,0.27272,0.0744,0.020343,0.002014
0.273,0.0085,0.015918367346938776,0.272764,0.0745,0.020353,0.002064
0.273,0.0085,0.02183673469387755,0.272798,0.0745,0.02036,0.002044
0.273,0.0085,0.027755102040816326,0.272839,0.0745,0.02037,0.002012
0.273,0.0085,0.0336734693877551,0.27289,0.0745,0.020381,0.001971
0.273,0.0085,0.03959183673469388,0.27295,0.0746,0.020394,0.001932
0.273,0.0085,0.04551020408163265,0.273019,0.0746,0.02041,0.00192
0.273,0.0085,0.05142857142857143,0.273097,0.0747,0.020427,0.001979
0.273,0.0085,0.057346938775510205,0.273185,0.0747,0.020447,0.002178
0.273,0.0085,0.06326530612244897,0.273282,0.0748,0.020469,0.002619
0.273,0.0085,0.06918367346938775,0.273388,0.0748,0.020493,0.003442
0.273,0.0085,0.07510204081632653,0.273504,0.0749,0.020519,0.004831
